project,file,line,resultStatus,durationMs,category,symptom,title,error
"chromium-authenticated","tests/admin-work-validation.spec.ts","15","failed","6049","admin/editor/authenticated UI","redirected to login","admin-work-validation.spec.ts › work editor shows save failure for missing required fields","Error: expect(page).toHaveURL(expected) failed Expected pattern: /\/admin\/works\/new/ Received string: ""http://woong-prod-full-e2e-nginx-1777130558/login"" Timeout: 5000ms Call log: - Expect ""toHaveURL"" with timeout 5000ms 9 × unexpected value ""http://woong-prod-full-e2e-nginx-1777130558/login"" 15 | test('work editor shows save failure for missing required fields', async ({ page }) => { 16 | await page.goto('/admin/works/new') > 17 | await expect(page).toHaveURL(/\/admin\/works\/new/) | ^ 18 | 19 | await expect(page.getByRole('button', { name: 'Create Work' })).toBeDisabled() 20 | await expect(page).toHaveURL(/\/admin\/works\/new/) at /work/tests/admin-work-validation.spec.ts:17:22"
"chromium-authenticated","tests/admin-work-video-create-flow.spec.ts","6","timedOut","32225","works video/admin media","editor title field not reachable","admin-work-video-create-flow.spec.ts › admin can create a work with staged YouTube and uploaded videos","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 8 | 9 | await page.goto('/admin/works/new') > 10 | await page.getByLabel('Title').fill(title) | ^ 11 | await page.getByLabel('Category').fill('video') 12 | await page.locator('.tiptap.ProseMirror').first().fill('Work with videos') 13 | at /work/tests/admin-work-video-create-flow.spec.ts:10:34"
"chromium-authenticated","tests/admin-work-video-drag-order.spec.ts","5","timedOut","32232","works video/admin media","editor title field not reachable","admin-work-video-drag-order.spec.ts › AF-062 saved work videos can be reordered by drag and drop and the public order updates","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 8 | 9 | await page.goto('/admin/works/new') > 10 | await page.getByLabel('Title').fill(title) | ^ 11 | await page.getByLabel('Category').fill('video') 12 | await editor.fill('Drag reorder coverage.') 13 | at /work/tests/admin-work-video-drag-order.spec.ts:10:34"
"chromium-authenticated","tests/admin-work-video-edit-flow.spec.ts","5","timedOut","32218","works video/admin media","editor title field not reachable","admin-work-video-edit-flow.spec.ts › admin can add videos inline while editing an existing work","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 8 | 9 | await page.goto('/admin/works/new') > 10 | await page.getByLabel('Title').fill(title) | ^ 11 | await page.getByLabel('Category').fill('video') 12 | await editor.fill('Edit mode inline intro.') 13 | at /work/tests/admin-work-video-edit-flow.spec.ts:10:34"
"chromium-authenticated","tests/admin-work-video-edit-flow.spec.ts","46","timedOut","32152","works video/admin media","editor title field not reachable","admin-work-video-edit-flow.spec.ts › admin can reorder saved videos and delete a removed video while editing an existing work","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 49 | 50 | await page.goto('/admin/works/new') > 51 | await page.getByLabel('Title').fill(title) | ^ 52 | await page.getByLabel('Category').fill('video') 53 | await editor.fill('Saved video order coverage.') 54 | at /work/tests/admin-work-video-edit-flow.spec.ts:51:34"
"chromium-authenticated","tests/admin-work-video-mixed-flow.spec.ts","19","timedOut","32143","works video/admin media","editor title field not reachable","admin-work-video-mixed-flow.spec.ts › admin can create a mixed work with two youtube links, two mp4 uploads, and rich body copy","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 22 | 23 | await page.goto('/admin/works/new') > 24 | await page.getByLabel('Title').fill(title) | ^ 25 | await page.getByLabel('Category').fill('video') 26 | await page.getByLabel('Project Period').fill('2026.04') 27 | await page.getByLabel('Tags (comma separated)').fill('video, youtube, mp4, mixed') at /work/tests/admin-work-video-mixed-flow.spec.ts:24:34"
"chromium-authenticated","tests/admin-work-video-s3-compatible.spec.ts","6","timedOut","32510","works video/admin media","editor title field not reachable","admin-work-video-s3-compatible.spec.ts › s3-compatible lane processes an uploaded MP4 as HLS and renders it publicly","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 8 | 9 | await page.goto('/admin/works/new') > 10 | await page.getByLabel('Title').fill(title) | ^ 11 | await page.getByLabel('Category').fill('video') 12 | await page.locator('.tiptap.ProseMirror').first().fill('S3-backed video work') 13 | await page.locator('#work-video-upload').setInputFiles(path.resolve('tests/fixtures/sample-video.mp4')) at /work/tests/admin-work-video-s3-compatible.spec.ts:10:34"
"chromium-authenticated","tests/dark-mode.spec.ts","287","failed","5846","admin/editor/authenticated UI","6s timeout","dark-mode.spec.ts › login and admin dark mode › DM-14: admin dashboard uses dark cards and surfaces","Error: expect(locator).toBeVisible() failed Locator: getByRole('heading', { name: 'Dashboard' }) Expected: visible Timeout: 5000ms Error: element(s) not found Call log: - Expect ""toBeVisible"" with timeout 5000ms - waiting for getByRole('heading', { name: 'Dashboard' }) 287 | test('DM-14: admin dashboard uses dark cards and surfaces', async ({ page }) => { 288 | await gotoWithTheme(page, '/admin/dashboard') > 289 | await expect(page.getByRole('heading', { name: 'Dashboard' })).toBeVisible() | ^ 290 | await page.locator('main .grid').first().waitFor() 291 | await page.screenshot({ path: 'test-results/playwright/dark-mode-admin-dashboard-dark.png', fullPage: true }) 292 | }) at /work/tests/dark-mode.spec.ts:289:68"
"chromium-authenticated","tests/dark-mode.spec.ts","294","timedOut","32387","admin/editor/authenticated UI","admin row not reachable","dark-mode.spec.ts › login and admin dark mode › DM-15: blog editor uses the dark primary button token","Test timeout of 30000ms exceeded. Error: locator.click: Test timeout of 30000ms exceeded. Call log: - waiting for getByTestId('admin-blog-row').first().getByTitle('Edit') 294 | test('DM-15: blog editor uses the dark primary button token', async ({ page }) => { 295 | await gotoWithTheme(page, '/admin/blog') > 296 | await page.getByTestId('admin-blog-row').first().getByTitle('Edit').click() | ^ 297 | const saveButton = page.getByRole('button', { name: /Update Post|Create Post/i }) 298 | await expect(saveButton).toBeVisible() 299 | at /work/tests/dark-mode.spec.ts:296:73"
"chromium-authenticated","tests/dark-mode.spec.ts","305","timedOut","32058","admin/editor/authenticated UI","admin row not reachable","dark-mode.spec.ts › login and admin dark mode › DM-16: work editor uses the dark primary button token","Test timeout of 30000ms exceeded. Error: locator.click: Test timeout of 30000ms exceeded. Call log: - waiting for getByTestId('admin-work-row').first().getByRole('link').first() 305 | test('DM-16: work editor uses the dark primary button token', async ({ page }) => { 306 | await gotoWithTheme(page, '/admin/works') > 307 | await page.getByTestId('admin-work-row').first().getByRole('link').first().click() | ^ 308 | const saveButton = page.getByRole('button', { name: /Update Work|Create Work|Create with Videos/i }).last() 309 | await expect(saveButton).toBeVisible() 310 | at /work/tests/dark-mode.spec.ts:307:80"
"chromium-authenticated","tests/dark-mode.spec.ts","316","failed","6012","admin/editor/authenticated UI","6s timeout","dark-mode.spec.ts › login and admin dark mode › DM-17: destructive buttons gain the dark hover state","Error: expect(locator).toBeVisible() failed Locator: getByRole('button', { name: 'Delete' }).first() Expected: visible Timeout: 5000ms Error: element(s) not found Call log: - Expect ""toBeVisible"" with timeout 5000ms - waiting for getByRole('button', { name: 'Delete' }).first() 317 | await gotoWithTheme(page, '/admin/blog') 318 | const deleteButton = page.getByRole('button', { name: 'Delete' }).first() > 319 | await expect(deleteButton).toBeVisible() | ^ 320 | await deleteButton.hover() 321 | 322 | const background = await getColorChannels(deleteButton, 'background-color') at /work/tests/dark-mode.spec.ts:319:32"
"chromium-authenticated","tests/e2e-admin-batch-management-journey.spec.ts","23","timedOut","318921","admin/editor/authenticated UI","editor title field not reachable","e2e-admin-batch-management-journey.spec.ts › E2E-009 admin can run a batch AI workflow and then bulk delete the processed items","Test timeout of 300000ms exceeded. Error: locator.fill: Test timeout of 300000ms exceeded. Call log: - waiting for getByLabel('Title') 5 | async function createTemporaryBlog(page: Page, title: string) { 6 | await page.goto('/admin/blog/new') > 7 | await page.getByLabel('Title').fill(title) | ^ 8 | await page.getByLabel('Tags (comma separated)').fill('playwright, e2e, batch') 9 | await page.getByRole('checkbox', { name: 'Published' }).uncheck() 10 | at createTemporaryBlog (/work/tests/e2e-admin-batch-management-journey.spec.ts:7:34) at /work/tests/e2e-admin-batch-management-journey.spec.ts:134:17"
"chromium-authenticated","tests/live-blog-ai-regressions.spec.ts","54","timedOut","191533","admin/editor/authenticated UI","editor title field not reachable","live-blog-ai-regressions.spec.ts › live AI and inline blog regressions › public blog detail save returns to the originating list page","Test timeout of 180000ms exceeded. Error: locator.fill: Test timeout of 180000ms exceeded. Call log: - waiting for getByLabel('Title') 38 | async function createBlogPost(page: Page, title: string, html: string) { 39 | await page.goto('/admin/blog/new') > 40 | await page.getByLabel('Title').fill(title) | ^ 41 | await setEditorHtml(page, html) 42 | 43 | const [response] = await Promise.all([ at createBlogPost (/work/tests/live-blog-ai-regressions.spec.ts:40:34) at /work/tests/live-blog-ai-regressions.spec.ts:56:21"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","156","timedOut","32145","admin/editor/authenticated UI","editor title field not reachable","manual-qa-gap-coverage.spec.ts › A-6 reorder saved work videos changes public playback order","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 157 | const title = uniqueLabel('QA Reorder Work') 158 | await page.goto('/admin/works/new') > 159 | await page.getByLabel('Title').fill(title) | ^ 160 | await page.getByLabel('Category').fill('video') 161 | await fillEditor(page, 'Reorder coverage body') 162 | at /work/tests/manual-qa-gap-coverage.spec.ts:159:34"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","189","timedOut","32114","admin/editor/authenticated UI","editor title field not reachable","manual-qa-gap-coverage.spec.ts › A-12 single work delete removes the work from admin and public lists","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 74 | async function createWork(page: Page, title: string, body: string, category = 'qa') { 75 | await page.goto('/admin/works/new') > 76 | await page.getByLabel('Title').fill(title) | ^ 77 | await page.getByLabel('Category').fill(category) 78 | await fillEditor(page, body) 79 | at createWork (/work/tests/manual-qa-gap-coverage.spec.ts:76:34) at /work/tests/manual-qa-gap-coverage.spec.ts:191:19"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","206","timedOut","32129","admin/editor/authenticated UI","editor title field not reachable","manual-qa-gap-coverage.spec.ts › B-5 single blog delete removes the post from admin and public lists","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 53 | async function createBlog(page: Page, title: string, body: string, tags = 'playwright, qa') { 54 | await page.goto('/admin/blog/new') > 55 | await page.getByLabel('Title').fill(title) | ^ 56 | await page.getByLabel('Tags (comma separated)').fill(tags) 57 | const editor = await fillEditor(page, body) 58 | at createBlog (/work/tests/manual-qa-gap-coverage.spec.ts:55:34) at /work/tests/manual-qa-gap-coverage.spec.ts:208:19"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","223","timedOut","32115","admin/editor/authenticated UI","editor title field not reachable","manual-qa-gap-coverage.spec.ts › C-1 basic formatting renders publicly after save","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 40 | async function publishBlogWithHtml(page: Page, title: string, html: string) { 41 | await page.goto('/admin/blog/new') > 42 | await page.getByLabel('Title').fill(title) | ^ 43 | await setEditorHtml(page, html) 44 | 45 | const [saveResponse] = await Promise.all([ at publishBlogWithHtml (/work/tests/manual-qa-gap-coverage.spec.ts:42:34) at /work/tests/manual-qa-gap-coverage.spec.ts:224:19"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","238","timedOut","32122","admin/editor/authenticated UI","editor title field not reachable","manual-qa-gap-coverage.spec.ts › C-2 link insertion renders publicly after save","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 40 | async function publishBlogWithHtml(page: Page, title: string, html: string) { 41 | await page.goto('/admin/blog/new') > 42 | await page.getByLabel('Title').fill(title) | ^ 43 | await setEditorHtml(page, html) 44 | 45 | const [saveResponse] = await Promise.all([ at publishBlogWithHtml (/work/tests/manual-qa-gap-coverage.spec.ts:42:34) at /work/tests/manual-qa-gap-coverage.spec.ts:239:19"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","249","timedOut","32066","admin/editor/authenticated UI","editor title field not reachable","manual-qa-gap-coverage.spec.ts › C-7 code block renders publicly after save","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 40 | async function publishBlogWithHtml(page: Page, title: string, html: string) { 41 | await page.goto('/admin/blog/new') > 42 | await page.getByLabel('Title').fill(title) | ^ 43 | await setEditorHtml(page, html) 44 | 45 | const [saveResponse] = await Promise.all([ at publishBlogWithHtml (/work/tests/manual-qa-gap-coverage.spec.ts:42:34) at /work/tests/manual-qa-gap-coverage.spec.ts:250:19"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","260","timedOut","32149","admin/editor/authenticated UI","editor title field not reachable","manual-qa-gap-coverage.spec.ts › C-10 selecting editor text reveals the bubble menu","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 260 | test('C-10 selecting editor text reveals the bubble menu', async ({ page }) => { 261 | await page.goto('/admin/blog/new') > 262 | await page.getByLabel('Title').fill(uniqueLabel('QA Bubble Menu')) | ^ 263 | await fillEditor(page, 'Bubble menu text') 264 | await page.evaluate(() => { 265 | const editorNode = document.querySelector('.tiptap.ProseMirror') at /work/tests/manual-qa-gap-coverage.spec.ts:262:34"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","284","timedOut","32127","admin/editor/authenticated UI","editor title field not reachable","manual-qa-gap-coverage.spec.ts › C-3 drag-drop image upload inserts an image into blog content","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 285 | const title = uniqueLabel('QA Drag Drop Image') 286 | await page.goto('/admin/blog/new') > 287 | await page.getByLabel('Title').fill(title) | ^ 288 | const editor = await fillEditor(page, 'Drag drop image body') 289 | const dataTransfer = await buildDataTransferHandle(page, 'tests/fixtures/avatar.png', 'avatar.png', 'image/png') 290 | at /work/tests/manual-qa-gap-coverage.spec.ts:287:34"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","314","timedOut","32299","admin/editor/authenticated UI","editor title field not reachable","manual-qa-gap-coverage.spec.ts › C-4 paste image upload inserts an image into blog content","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 315 | const title = uniqueLabel('QA Paste Image') 316 | await page.goto('/admin/blog/new') > 317 | await page.getByLabel('Title').fill(title) | ^ 318 | await fillEditor(page, 'Paste image body') 319 | await Promise.all([ 320 | page.waitForResponse((res) => res.url().includes('/api/uploads') && res.request().method() === 'POST' && res.ok()), at /work/tests/manual-qa-gap-coverage.spec.ts:317:34"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","340","timedOut","32222","admin/editor/authenticated UI","editor title field not reachable","manual-qa-gap-coverage.spec.ts › C-5 duplicate work video embed insertion is prevented","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 341 | const title = uniqueLabel('QA Duplicate Video Embed') 342 | await page.goto('/admin/works/new') > 343 | await page.getByLabel('Title').fill(title) | ^ 344 | await page.getByLabel('Category').fill('video') 345 | await fillEditor(page, 'Video embed body') 346 | await page.getByLabel('YouTube URL or ID').fill('dQw4w9WgXcQ') at /work/tests/manual-qa-gap-coverage.spec.ts:343:34"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","370","timedOut","32179","admin/editor/authenticated UI","editor title field not reachable","manual-qa-gap-coverage.spec.ts › C-6 slash command inserts a heading block that renders publicly","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 371 | const title = uniqueLabel('QA Slash Command') 372 | await page.goto('/admin/blog/new') > 373 | await page.getByLabel('Title').fill(title) | ^ 374 | await fillEditor(page, '/h2') 375 | await expect(page.getByText('Heading 2')).toBeVisible() 376 | await page.getByText('Heading 2').click() at /work/tests/manual-qa-gap-coverage.spec.ts:373:34"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","389","failed","799","admin/editor/authenticated UI","other assertion/error","manual-qa-gap-coverage.spec.ts › C-8 HTML widget renders through the public interactive renderer","Error: page.evaluate: Error at eval (eval at evaluate (:290:30), <anonymous>:31:13) at async <anonymous>:316:30 at eval (eval at evaluate (:290:30), <anonymous>:31:13) at async <anonymous>:316:30 at /work/tests/manual-qa-gap-coverage.spec.ts:394:14"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","432","timedOut","32524","admin/editor/authenticated UI","editor title field not reachable","manual-qa-gap-coverage.spec.ts › C-9 Three.js block renders a canvas publicly","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 433 | const title = uniqueLabel('QA Three Block') 434 | await page.goto('/admin/works/new') > 435 | await page.getByLabel('Title').fill(title) | ^ 436 | await page.getByLabel('Category').fill('3d') 437 | await fillEditor(page, 'Three block body') 438 | await page.locator('[title=""Insert 3D Model""]').click() at /work/tests/manual-qa-gap-coverage.spec.ts:435:34"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","450","timedOut","32326","admin/editor/authenticated UI","editor title field not reachable","manual-qa-gap-coverage.spec.ts › C-11 editor content persists and reloads into the edit surface","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 53 | async function createBlog(page: Page, title: string, body: string, tags = 'playwright, qa') { 54 | await page.goto('/admin/blog/new') > 55 | await page.getByLabel('Title').fill(title) | ^ 56 | await page.getByLabel('Tags (comma separated)').fill(tags) 57 | const editor = await fillEditor(page, body) 58 | at createBlog (/work/tests/manual-qa-gap-coverage.spec.ts:55:34) at /work/tests/manual-qa-gap-coverage.spec.ts:452:19"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","468","timedOut","31841","admin/editor/authenticated UI","32s timeout","manual-qa-gap-coverage.spec.ts › F-3 and F-4 inline page editors can save introduction and contact content in place","Test timeout of 30000ms exceeded. Error: locator.click: Test timeout of 30000ms exceeded. Call log: - waiting for getByRole('button', { name: '소개글 수정' }) 471 | 472 | await page.goto('/introduction') > 473 | await page.getByRole('button', { name: '소개글 수정' }).click() | ^ 474 | await page.getByLabel('Content (HTML/Text)').fill(`<p>${introText}</p>`) 475 | await Promise.all([ 476 | page.waitForResponse((res) => res.url().includes('/api/admin/pages') && res.request().method() === 'PUT' && res.ok()), at /work/tests/manual-qa-gap-coverage.spec.ts:473:54"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","491","timedOut","31961","admin/editor/authenticated UI","editor title field not reachable","manual-qa-gap-coverage.spec.ts › F-5 and F-6 inline create flows can create works and blog posts from public pages","Test timeout of 30000ms exceeded. Error: locator.click: Test timeout of 30000ms exceeded. Call log: - waiting for getByRole('button', { name: '새 작업 쓰기' }) 494 | 495 | await page.goto('/works') > 496 | await page.getByRole('button', { name: '새 작업 쓰기' }).click() | ^ 497 | await page.getByLabel('Title').fill(workTitle) 498 | await page.getByLabel('Category').fill('inline') 499 | await fillEditor(page, 'Inline work create body') at /work/tests/manual-qa-gap-coverage.spec.ts:496:55"
"chromium-authenticated","tests/manual-qa-gap-coverage.spec.ts","530","timedOut","32497","admin/editor/authenticated UI","editor title field not reachable","manual-qa-gap-coverage.spec.ts › H-5 very long body content saves and renders correctly","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 53 | async function createBlog(page: Page, title: string, body: string, tags = 'playwright, qa') { 54 | await page.goto('/admin/blog/new') > 55 | await page.getByLabel('Title').fill(title) | ^ 56 | await page.getByLabel('Tags (comma separated)').fill(tags) 57 | const editor = await fillEditor(page, body) 58 | at createBlog (/work/tests/manual-qa-gap-coverage.spec.ts:55:34) at /work/tests/manual-qa-gap-coverage.spec.ts:533:19"
"chromium-authenticated","tests/public-blog-detail-inline-edit.spec.ts","7","failed","6175","admin/editor/authenticated UI","6s timeout","public-blog-detail-inline-edit.spec.ts › admin can edit a public blog detail inline and return to the originating blog page","Error: expect(locator).toBeVisible() failed Locator: getByRole('button', { name: '글 수정' }) Expected: visible Timeout: 5000ms Error: element(s) not found Call log: - Expect ""toBeVisible"" with timeout 5000ms - waiting for getByRole('button', { name: '글 수정' }) 13 | await page.locator('a[href^=""/blog/""]').first().click() 14 | > 15 | await expect(page.getByRole('button', { name: '글 수정' })).toBeVisible() | ^ 16 | await page.getByRole('button', { name: '글 수정' }).click() 17 | 18 | const saveButton = page.getByRole('button', { name: 'Update Post' }) at /work/tests/public-blog-detail-inline-edit.spec.ts:15:60"
"chromium-authenticated","tests/public-footer-social.spec.ts","13","timedOut","33458","admin/editor/authenticated UI","33s timeout","public-footer-social.spec.ts › PF-084 footer renders only the configured social icons","Test timeout of 30000ms exceeded. Error: locator.inputValue: Test timeout of 30000ms exceeded. Call log: - waiting for locator('#instagramUrl') 19 | await page.goto('/admin/pages') 20 | > 21 | const originalInstagram = await instagramInput.inputValue() | ^ 22 | const originalTwitter = await twitterInput.inputValue() 23 | const originalLinkedIn = await linkedinInput.inputValue() 24 | const originalGitHub = await githubInput.inputValue() at /work/tests/public-footer-social.spec.ts:21:50"
"chromium-authenticated","tests/public-inline-editors-unsaved-warning.spec.ts","27","timedOut","98822","admin/editor/authenticated UI","editor title field not reachable","public-inline-editors-unsaved-warning.spec.ts › public blog inline editor clears beforeunload after save","Test timeout of 90000ms exceeded. Error: locator.fill: Test timeout of 90000ms exceeded. Call log: - waiting for getByLabel('Title') 12 | async function createBlogForInlineFlow(page: import('./helpers/performance-test').Page, title: string, body: string) { 13 | await page.goto('/admin/blog/new') > 14 | await page.getByLabel('Title').fill(title) | ^ 15 | await page.locator('.tiptap.ProseMirror').first().fill(body) 16 | 17 | const [response] = await Promise.all([ at createBlogForInlineFlow (/work/tests/public-inline-editors-unsaved-warning.spec.ts:14:34) at /work/tests/public-inline-editors-unsaved-warning.spec.ts:28:19"
"chromium-authenticated","tests/public-inline-editors-unsaved-warning.spec.ts","62","timedOut","96831","admin/editor/authenticated UI","editor title field not reachable","public-inline-editors-unsaved-warning.spec.ts › public work inline editor clears beforeunload after save","Test timeout of 90000ms exceeded. Error: locator.click: Test timeout of 90000ms exceeded. Call log: - waiting for getByRole('button', { name: '작업 수정' }) 72 | await page.getByTestId('work-card').first().click() 73 | await expect(page).toHaveURL(/\/works\/[^/?#]+\?returnTo=/) > 74 | await page.getByRole('button', { name: '작업 수정' }).click() | ^ 75 | 76 | await page.getByLabel('Title').fill(updatedTitle) 77 | await expect.poll(async () => page.evaluate(() => typeof window.onbeforeunload)).toBe('function') at /work/tests/public-inline-editors-unsaved-warning.spec.ts:74:53"
"chromium-authenticated","tests/public-inline-editors.spec.ts","5","timedOut","31486","admin/editor/authenticated UI","editor title field not reachable","public-inline-editors.spec.ts › introduction and contact inline editors open in place and can be closed with back buttons","Test timeout of 30000ms exceeded. Error: locator.click: Test timeout of 30000ms exceeded. Call log: - waiting for getByRole('button', { name: '소개글 수정' }) 5 | test('introduction and contact inline editors open in place and can be closed with back buttons', async ({ page }) => { 6 | await page.goto('/introduction') > 7 | await page.getByRole('button', { name: '소개글 수정' }).click() | ^ 8 | await expect(page.getByRole('heading', { name: 'Introduction Inline Editor' }).first()).toBeVisible() 9 | await expect(page.getByLabel('Title')).toBeVisible() 10 | await expect(page.getByRole('button', { name: '뒤로가기' })).toBeVisible() at /work/tests/public-inline-editors.spec.ts:7:54"
"chromium-authenticated","tests/public-inline-editors.spec.ts","22","failed","5766","admin/editor/authenticated UI","editor title field not reachable","public-inline-editors.spec.ts › works and study inline create panels open in place and can be closed","Error: expect(locator).toBeVisible() failed Locator: getByRole('button', { name: '새 작업 쓰기' }) Expected: visible Timeout: 5000ms Error: element(s) not found Call log: - Expect ""toBeVisible"" with timeout 5000ms - waiting for getByRole('button', { name: '새 작업 쓰기' }) 22 | test('works and study inline create panels open in place and can be closed', async ({ page }) => { 23 | await page.goto('/works') > 24 | await expect(page.getByRole('button', { name: '새 작업 쓰기' })).toBeVisible() | ^ 25 | await page.getByRole('button', { name: '새 작업 쓰기' }).click() 26 | await expect(page.getByRole('heading', { name: 'Works Inline Create' })).toBeVisible() 27 | await expect(page.getByLabel('Title')).toBeVisible() at /work/tests/public-inline-editors.spec.ts:24:63"
"chromium-authenticated","tests/public-inline-editors.spec.ts","40","timedOut","31536","admin/editor/authenticated UI","32s timeout","public-inline-editors.spec.ts › resume page exposes inline PDF upload shell for admins","Test timeout of 30000ms exceeded. Error: locator.click: Test timeout of 30000ms exceeded. Call log: - waiting for getByRole('button', { name: '이력서 PDF 업로드' }) 40 | test('resume page exposes inline PDF upload shell for admins', async ({ page }) => { 41 | await page.goto('/resume') > 42 | await page.getByRole('button', { name: '이력서 PDF 업로드' }).click() | ^ 43 | await expect(page.getByRole('heading', { name: 'Resume Inline Upload' })).toBeVisible() 44 | await expect(page.getByText(/Upload your latest resume/i)).toBeVisible() 45 | await page.getByRole('button', { name: '뒤로가기' }).click() at /work/tests/public-inline-editors.spec.ts:42:59"
"chromium-authenticated","tests/public-work-detail-inline-edit.spec.ts","7","failed","6210","admin/editor/authenticated UI","6s timeout","public-work-detail-inline-edit.spec.ts › admin can edit a public work detail inline and return to the originating works page","Error: expect(locator).toBeVisible() failed Locator: getByRole('button', { name: '작업 수정' }) Expected: visible Timeout: 5000ms Error: element(s) not found Call log: - Expect ""toBeVisible"" with timeout 5000ms - waiting for getByRole('button', { name: '작업 수정' }) 13 | await page.locator('a[href^=""/works/""]').first().click() 14 | > 15 | await expect(page.getByRole('button', { name: '작업 수정' })).toBeVisible() | ^ 16 | await page.getByRole('button', { name: '작업 수정' }).click() 17 | 18 | const saveButton = page.getByRole('button', { name: 'Update Work' }) at /work/tests/public-work-detail-inline-edit.spec.ts:15:61"
"chromium-authenticated","tests/public-work-videos.spec.ts","6","timedOut","31880","works video/admin media","editor title field not reachable","public-work-videos.spec.ts › public work detail renders uploaded and youtube videos when present","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 7 | const title = `Public Video Flow ${Date.now()}` 8 | await page.goto('/admin/works/new') > 9 | await page.getByLabel('Title').fill(title) | ^ 10 | await page.getByLabel('Category').fill('video') 11 | await page.locator('.tiptap.ProseMirror').first().fill('Public video work') 12 | await page.getByLabel('YouTube URL or ID').fill('dQw4w9WgXcQ') at /work/tests/public-work-videos.spec.ts:9:34"
"chromium-authenticated","tests/public-work-videos.spec.ts","29","timedOut","32061","works video/admin media","editor title field not reachable","public-work-videos.spec.ts › PF-041 public work detail lets visitors play and pause an uploaded video","Test timeout of 30000ms exceeded. Error: locator.fill: Test timeout of 30000ms exceeded. Call log: - waiting for getByLabel('Title') 30 | const title = `Public Video Playback ${Date.now()}` 31 | await page.goto('/admin/works/new') > 32 | await page.getByLabel('Title').fill(title) | ^ 33 | await page.getByLabel('Category').fill('video') 34 | await page.locator('.tiptap.ProseMirror').first().fill('Playback coverage for an uploaded public video') 35 | await page.locator('#work-video-upload').setInputFiles(path.resolve('tests/fixtures/sample-video.mp4')) at /work/tests/public-work-videos.spec.ts:32:34"
